JID,Formula,Dir.gap (eV),Indir. gap (eV),Eff (%)
JVASP-12957,Th1 Sn1 I6,1.8895,1.8895,25.40391384
JVASP-43081,Li1 Cu1 S1,1.8889,1.8889,25.40391384
JVASP-31945,H8 Pd1 N2 Cl6,1.8264,1.7517,25.39123135
JVASP-5101,Zn1 In2 S4,0.7488,0.7488,25.37773557
JVASP-28761,Mo3 W1 Se2 S6,0.7484,0.7484,25.36842486
JVASP-2676,Mg1 Pd1 F6,1.8904,1.8904,25.35742308
JVASP-43093,Li1 Sb1 Te3 O12,1.884,1.8743,25.35114982
JVASP-24602,Pd1 I2,0.7696,0.7615,25.3509095
JVASP-36463,Ca3 Sb2,0.7477,0.7477,25.34968343
JVASP-10302,K2 Ge1 As2,1.8339,1.7622,25.33342084
JVASP-36772,Ag1 Au1 O2,0.9947,0.854,25.33201927
JVASP-2529,Na1 Mg1 Sb1,1.8161,1.7263,25.32942223
JVASP-38141,Y1 W1 N3,1.8501,1.7971,25.32528152
JVASP-50529,Nb1 Rh1 O4,0.8242,0.7958,25.30087502
JVASP-29945,Zr1 N1 Cl1,1.8953,1.8953,25.29772034
JVASP-28413,Mo1 S2,1.6672,1.4715,25.29090535
JVASP-50487,Li1 Te1 H1 O4,1.7369,1.5786,25.27402084
JVASP-2256,Zn1 Si1 As2,1.8777,1.852,25.19983378
JVASP-8332,Zn1 Ni1 F6,0.7401,0.7401,25.18567512
JVASP-25879,Ag1 Bi1 P2 S6,1.6981,1.5146,25.17238767
JVASP-3042,Na1 Sr1 As1,1.8989,1.8989,25.16657414
JVASP-8781,Bi1 Te1 Br1,1.8995,1.8995,25.16657414
JVASP-42876,Ac1 H3,1.8184,1.722,25.15088293
JVASP-50020,Ti3 N2 O3,1.8672,1.8244,25.14170588
JVASP-30383,V1 O1 F3,1.904,1.904,25.10367453
JVASP-40843,Sr1 Ca1 Si1,0.8107,0.7833,25.09473272
JVASP-10204,Mg3 P2,1.7783,1.644,25.09463909
JVASP-50745,Li1 Sb1 Te3 O12,1.8973,1.8887,25.08877614
JVASP-10189,K1 Cu1 O1,1.8488,1.7825,25.08639501
JVASP-30510,Au1 O2 F1,1.4882,1.2302,25.07652306
JVASP-2649,Ba1 P3,1.2491,1.022,25.06918428
JVASP-3243,Ca4 Sb2 O1,1.5733,1.3325,25.06095874
JVASP-36447,Ba3 N2,0.7339,0.7339,25.04665383
JVASP-57367,Li1 Mo1 I1 O6,1.5563,1.3074,24.98997073
JVASP-50386,Mg1 Ag2 O4,1.2657,1.0341,24.96385179
JVASP-9864,Mg1 Ag2 O4,1.265,1.0336,24.96032584
JVASP-5701,Cu1 As1 Se2,0.9803,0.8358,24.95304777
JVASP-10739,Mg1 Bi4 O8,0.855,0.7987,24.95215193
JVASP-29796,U1 H2 O4,1.8261,1.7271,24.94049809
JVASP-36842,K1 Ag1 O2,1.763,1.6076,24.91826056
JVASP-11164,K2 Na1 Rh1 F6,1.9105,1.9104,24.91331384
JVASP-10209,K2 As2 Pd1,0.8842,0.8001,24.87096005
JVASP-40153,Ca2 Sn1 S4,1.8974,1.8752,24.8609299
JVASP-40153,Ca2 Sn1 S4,1.8974,1.8752,24.8609299
JVASP-24915,Cu1 As1 Pb1 O4,1.8437,1.7582,24.85470571
JVASP-2709,K2 Pd1 F6,1.9154,1.9154,24.85113004
JVASP-30681,Nb2 Mo1 O8,1.8985,1.8747,24.83420197
JVASP-49938,Tm2 Te1 O2,1.8307,1.7288,24.83199762
JVASP-28377,Mo1 Se2,1.5659,1.3139,24.82560884
JVASP-26725,Sr1 Ni1 F6,0.8427,0.7932,24.82447079
JVASP-2163,Rh1 F3,0.9071,0.7998,24.81164236
JVASP-18999,Tm2 S3,1.9192,1.9192,24.78620728
JVASP-10552,Sr4 Li1 B3 N6,0.777,0.755,24.7683667
JVASP-30384,V1 O1 F3,1.9162,1.9097,24.74511368
JVASP-5476,Hf1 Fe1 Cl6,0.8182,0.7806,24.71135251
JVASP-29494,Zn2 In2 S5,0.7189,0.7189,24.70745958
JVASP-33799,Se1 Br2,1.8999,1.872,24.70125393
JVASP-54453,V1 Cu1 O3,1.0453,0.8747,24.68175042
JVASP-28750,Mo1 W1 Se1 S3,0.7186,0.7186,24.65232181
JVASP-26,P1,0.7173,0.7173,24.65232179
JVASP-3264,Cd1 Pd1 F6,1.9239,1.9239,24.65161727
JVASP-34046,Te7 Mo4 S1,0.7359,0.7274,24.62412511
JVASP-32106,Sb1 Te2 F6,1.191,0.9581,24.61277543
JVASP-29171,Mo1 W3 Se4 S4,1.5086,1.2355,24.60198846
JVASP-36470,Sr3 As1 P1,0.7148,0.7148,24.59624789
JVASP-2919,Fe1 Si4 P4,1.3632,1.082,24.57605233
JVASP-26393,Nb1 Tl1 Br4 O1,1.7353,1.5401,24.53766811
JVASP-36487,Ba3 As1 P1,0.7144,0.7144,24.53664517
JVASP-8552,Tl1 In1 Te2,1.2284,0.9883,24.52817466
JVASP-10123,K1 P1,1.9296,1.9296,24.51453126
JVASP-2673,Al2 Hg1 Te4,1.8428,1.7384,24.51254573
JVASP-36721,Nb1 Cu3 Te4,1.4192,1.1322,24.47780848
JVASP-30196,Ce2 Dy2 O7,1.8817,1.8207,24.47480126
JVASP-19406,Ca2 Ta1 Ag1 O6,0.9603,0.8125,24.45331401
JVASP-1798,K1 Na2 Sb1,1.9332,1.9332,24.44678767
JVASP-2751,Sr1 Zn2 P2,1.6804,1.4554,24.44672679
JVASP-9617,Co1 As1 S1,0.9154,0.7928,24.43033375
JVASP-36502,Ba3 As1 P1,0.7099,0.7099,24.41860632
JVASP-5071,Ba1 In2 Te4,1.6877,1.4651,24.41465919
JVASP-10993,Sr1 Pd1 F4,0.7784,0.7492,24.41333936
JVASP-5686,Cu1 Se2 Br1,0.9115,0.792,24.39489851
JVASP-31882,Fe1 N3 Cl1 O3,1.9209,1.9005,24.3906218
JVASP-35793,Pm1 N1,0.8871,0.7896,24.35506549
JVASP-11162,Na1 Tl2 Rh1 F6,1.9035,1.8579,24.3466234
JVASP-57519,Li1 Al1 Si1 O4,1.9209,1.8977,24.34532992
JVASP-29640,Sn1 P1 Se3,1.829,1.7006,24.3425896
JVASP-13315,Ag1 Bi1 I4,1.7707,1.5922,24.33721063
JVASP-52256,Yb4 Sb2 O1,1.5941,1.334,24.33527128
JVASP-34240,Li4 C1 O4,1.9377,1.9377,24.3114336
JVASP-11380,K2 V1 Cu1 Se4,1.2429,0.9954,24.31102871
JVASP-11719,Li1 Co1 C4 O4,0.7265,0.716,24.28021374
JVASP-3993,Sc2 C1 Cl2,1.6641,1.4212,24.26792436
JVASP-3960,Rb2 Pd1 Cl6,1.8512,1.7414,24.24954308
JVASP-28555,Mo2 W1 Se2 S4,0.7035,0.7035,24.24277705
JVASP-36478,Ba3 Sb1 As1,0.7038,0.7038,24.24277705
JVASP-36493,Ba3 Bi1 P1,0.7032,0.7032,24.24277705
JVASP-17509,Rh1 O2 F6,0.7129,0.7077,24.24215602
JVASP-5491,V2 Se9,0.7675,0.7394,24.24204667
JVASP-12955,Sr5 Au2 O8,1.9432,1.9432,24.24127051
JVASP-61514,Li1 Au1 F6,1.888,1.8188,24.23107625
JVASP-28436,Cu2 W1 Se4,1.6765,1.438,24.19777096
JVASP-33059,Cu1 H6 N4 O4,0.7384,0.7207,24.16791648
JVASP-10022,Mg1 Sb2 O4,1.6246,1.3653,24.15218461
JVASP-56261,Ge3 As4,0.8029,0.7593,24.1251734
JVASP-28407,W1 Se2,1.848,1.7257,24.08102815
JVASP-12894,Ca3 Al2 As4,1.699,1.4663,24.06557828
JVASP-58438,K2 Li1 Al1 F6,1.8985,1.8287,24.0639951
JVASP-299,Sn1 Se1,1.5423,1.2538,24.04413289
JVASP-7662,Li1 In1 Se2,1.7552,1.5509,24.04387584
JVASP-34263,Li4 C1 O4,1.9507,1.9507,24.0340489
JVASP-13288,Na2 S1 O3,1.0675,0.873,24.01227609
JVASP-8218,Hf1 S3,1.9426,1.9271,23.99849489
JVASP-12962,Ca5 P8,1.9118,1.8497,23.89729559
JVASP-30494,Sn1 Br1 Cl1,1.9568,1.9568,23.89712009
JVASP-2679,Ca1 Pd1 F6,1.9501,1.9404,23.8842063
JVASP-14165,Li1 S1 O3 F1,0.8197,0.7644,23.8501544
JVASP-26754,Nb2 Tl5 S4 Cl9,1.9479,1.931,23.83814122
JVASP-10019,Sr1 Ga2 Te4,1.1711,0.922,23.83708879
JVASP-4252,Au1 Cl3,1.9353,1.9008,23.83371257
JVASP-38502,K2 Rb1 Sb1,1.9609,1.9609,23.82747781
JVASP-9719,Tl1 Pd3 O4,1.2707,1.0055,23.8158163
JVASP-1840,Li1 Dy1 Se2,1.6955,1.4473,23.76585748
JVASP-22645,Cd1 In2 Se4,1.9644,1.9644,23.76466774
JVASP-28493,Mo1 W2 Se2 S4,0.6891,0.6891,23.72352759
JVASP-40481,Li1 Ag1 F4,0.6893,0.6893,23.72352756
JVASP-8546,In1 Cu1 S2,0.6896,0.6896,23.72352756
JVASP-54835,Cd1 Bi1 Se2 I1,1.9582,1.9468,23.72270695
JVASP-40195,Ca2 Sn1 S4,1.8642,1.7358,23.69802777
JVASP-14999,Nb1 S2,1.1978,0.9397,23.6818652
JVASP-36689,Sr1 W1 N3,1.8191,1.6431,23.65752258
JVASP-29284,Sn1 P2 S6,1.9161,1.8416,23.63564679
JVASP-53094,Cd3 As1 I3,1.9692,1.9692,23.63228879
JVASP-7926,Th1 Sn1 Pt1,0.6869,0.6869,23.63097333
JVASP-7986,Tb1 N1,1.2844,1.0105,23.62926687
JVASP-36671,Bi2 O3,1.3135,1.0228,23.61177074
JVASP-53106,Tl1 Sb1 S2,1.8051,1.6143,23.60661741
JVASP-2778,Sr4 P2 O1,1.9646,1.9531,23.59029336
JVASP-7794,Dy1 N1,1.4397,1.1242,23.56163454
JVASP-31166,Sn1 P2 S6,1.9274,1.8613,23.52403302
JVASP-10303,Rb2 Sn1 As2,1.8699,1.7369,23.50955559
JVASP-11706,V1 Ag1 Hg1 O4,1.9662,1.9532,23.50136151
JVASP-12393,U1 O3,1.9711,1.9622,23.49857084
JVASP-49812,Cd1 Ag2 O4,1.1176,0.876,23.49303889
JVASP-2790,Si3 Ni1 P4,0.7999,0.7445,23.47064322
JVASP-8147,Mg3 As2,1.8117,1.6182,23.4671468
JVASP-8768,S1 F4,1.9323,1.8703,23.46223815
JVASP-57620,K4 Ru2 Cl10 O1,0.6845,0.6844,23.42952034
JVASP-37304,Sr1 Ga1 Ge1 H1,1.2408,0.9693,23.42425163
JVASP-14038,Hg2 I1 O1,1.8639,1.7197,23.42046998
JVASP-47646,Li1 Ag1 F4,1.0283,0.8351,23.4203266
JVASP-29077,Te2 Mo1 W1 S2,0.9434,0.781,23.40759746
JVASP-28758,Mo1 W1 Se1 S3,0.684,0.6834,23.40105388
JVASP-895,I1,1.8131,1.6168,23.36922842
JVASP-25189,Se1,1.9829,1.9829,23.36631326
JVASP-9244,Mg1 V2 O6,1.9827,1.9827,23.36631326
JVASP-28544,Mo1 W2 Se2 S4,0.6818,0.6818,23.33604949
JVASP-5839,Al1 Si1 Te3,1.8766,1.7423,23.32983131
JVASP-22635,In1 Si1 Te3,1.1284,0.8781,23.32192635
JVASP-19255,Mg2 Mo3 O8,1.9843,1.9843,23.29973531
JVASP-8128,Ba1 Se3,1.9639,1.9331,23.29769007
JVASP-8030,Sm4 S3 N2,1.9705,1.9477,23.28970175
JVASP-29787,U1 H2 O4,1.9854,1.9832,23.2674842
JVASP-49764,Na1 Ag1 O2,1.4993,1.1782,23.26538384
JVASP-61884,Te1 As1 Ru1,1.1341,0.8801,23.24186247
JVASP-3225,Na1 Sr1 P1,1.9896,1.9896,23.23234758
JVASP-36792,Ag1 Pt1 O2,1.2853,0.9993,23.22593897
JVASP-2607,Na2 Cu1 P1,1.6032,1.3009,23.20384724
JVASP-1257,U1 O3,1.8691,1.7175,23.18552278
JVASP-10221,Mg1 Pt3 O6,0.7055,0.6859,23.18478883
JVASP-2526,K1 Mg1 Sb1,1.9819,1.9673,23.15108482
JVASP-46820,Li5 Sb1 S1,1.5938,1.2863,23.15105734
JVASP-54924,K1 Ta1 Ag2 Se4,1.989,1.9827,23.14035857
JVASP-40367,K4 P2 Pd1 S8,1.9924,1.9903,23.13396628
JVASP-2697,Na1 Nb1 Se2,1.3691,1.0426,23.12734565
JVASP-3819,K2 Ag1 Bi1,1.8339,1.6414,23.11204601
JVASP-8149,K3 P1,1.9142,1.8067,23.09754629
JVASP-3288,Al1 Ag1 Te2,1.9935,1.9935,23.09568553
JVASP-36001,Na1 Li1 I1 Cl1,1.8077,1.5908,23.06674011
JVASP-12389,K2 Na1 In1 As2,1.9907,1.9833,23.05694092
JVASP-50193,Li1 Y1 S2,0.9725,0.7908,23.05261667
JVASP-42057,Rb1 Ac1 Te2,1.8698,1.7082,23.01132651
JVASP-14975,Nd1 N1,0.7599,0.7116,22.99923413
JVASP-4149,Rb2 Te5,0.9284,0.765,22.93754352
JVASP-29830,U1 H2 O4,1.9839,1.9587,22.92994654
JVASP-28372,Ga1 P1,1.8429,1.651,22.92980524
JVASP-4044,K1 Au1 Se2,1.8202,1.6053,22.92834772
JVASP-10690,Li1 Nd1 Ti1 O4,1.9031,1.7712,22.91492508
JVASP-10669,Ba1 Y1 Cu1 Te3,1.1713,0.8985,22.89653043
JVASP-2952,Ba2 Hf1 S4,1.7111,1.4278,22.87704105
JVASP-1157,Ge1 Te1,1.0308,0.8241,22.86639674
JVASP-30515,K1 Ag1 O2,1.7258,1.4458,22.84656174
JVASP-28580,Mo1 W1 Se2 S2,0.6728,0.6728,22.84311923
JVASP-4285,Sb2 S3,1.9583,1.8886,22.83084495
JVASP-19010,Sb2 S3,1.9581,1.8874,22.81555302
JVASP-12578,K1 Li2 H3 O3,2.0041,1.9996,22.81278165
JVASP-30233,Mn1 C2 O6,0.7811,0.7205,22.80821207
JVASP-7639,K3 Sb1,2.0078,2.0078,22.80451646
JVASP-22544,Ag1 As1 F6,2.0087,2.0085,22.80169418
JVASP-31174,Ag1 As1 F6,2.0086,2.0084,22.80169418
JVASP-3069,Li2 Ce1 P2,0.7351,0.6938,22.78909211
JVASP-25368,Si1,1.9794,1.9343,22.76469415
JVASP-39094,Si2 B2 O5,0.7049,0.6775,22.74145389
JVASP-9933,Ca1 Cu2 O4,0.738,0.6946,22.73979059
JVASP-12484,Na1 Bi1 O3,1.9378,1.8365,22.71787797
JVASP-54768,U3 H2 O10,2.0103,2.0057,22.67138781
JVASP-10220,Zn1 Pt3 O6,0.689,0.6706,22.66704787
JVASP-25660,Mo1 F3,0.7311,0.6893,22.66375783
JVASP-29452,Cu1 S4 Br1 N4,0.6982,0.674,22.65858993
JVASP-19354,Zn1 Bi1 O3,1.5566,1.2189,22.65623749
JVASP-10032,Zn1 Sb2 O4,1.7481,1.4709,22.65122335
JVASP-30483,P1 W4 Cl11,0.6696,0.6696,22.64961496
JVASP-9880,Ca1 Ag2 O4,1.4091,1.063,22.64323543
JVASP-22720,Ba2 Sb1 Au1,1.171,0.8916,22.63510201
JVASP-41264,Ac1 Tl1 Te2,1.7449,1.4652,22.63263076
JVASP-14666,Pr1 N1,0.6768,0.6691,22.59672154
JVASP-2367,Cd1 Si1 P2,2.0167,2.0167,22.59357196
JVASP-38599,K1 P2 Au1 S7,1.9742,1.9068,22.55773355
JVASP-38599,K1 P2 Au1 S7,1.9742,1.9068,22.55773355
JVASP-36451,Sr3 As1 P1,0.6669,0.6669,22.5538704
JVASP-25649,Na1 Bi2 Au1 O5,1.7204,1.425,22.53673583
JVASP-213,Hf1 Se3,1.3036,0.9881,22.528854
JVASP-3678,Rb2 Pb1 Cl6,2.0206,2.0206,22.52466611
JVASP-28668,Mo1 W1 S4,1.5976,1.2647,22.50024836
JVASP-8506,Pb1 Se1,1.802,1.5511,22.49665627
JVASP-38208,Rb3 P1,1.8177,1.5766,22.48081615
JVASP-22551,N2 O5,1.9675,1.886,22.46796365
JVASP-3123,Sr1 Ag1 P1,0.8534,0.7476,22.44768866
JVASP-4038,K1 Sb2,1.1283,0.8554,22.38319939
JVASP-18556,Na3 Li3 N2,1.5345,1.1825,22.38222426
JVASP-2376,Zn1 Si1 P2,2.0265,2.0265,22.37771086
JVASP-5221,W1 Cl6,2.028,2.028,22.37771086
JVASP-11161,K1 Rb2 Rh1 F6,2.0275,2.0275,22.37184861
JVASP-48879,Li1 V1 Te3 O12,1.9092,1.7506,22.3666756
JVASP-9227,Ca1 Sb2 O6,2.0236,2.0169,22.35943633
JVASP-2457,Nb1 Cu3 S4,1.8162,1.5681,22.34923946
JVASP-24954,Nb2 Tl5 S4 Br9,1.9968,1.9498,22.34610215
JVASP-9691,Ba1 Ce1 O3,2.0006,1.9566,22.31966199
JVASP-43663,Li1 Tm1 O2,1.9785,1.9032,22.31748208
JVASP-62191,Cu1 As4 S3 Cl1,2.0332,2.0332,22.2315506
JVASP-36755,Li1 Au1 O2,1.6541,1.3188,22.22843777
JVASP-9447,Ag1 Sb1 S2,1.9212,1.7666,22.22155197
JVASP-42082,K1 P1 Au1 Se3,1.9319,1.7882,22.16587302
JVASP-4098,K4 Cd1 As2,1.9894,1.916,22.16057012
JVASP-3339,K1 Ag1 Se1,2.0379,2.0379,22.15752789
JVASP-8576,K2 Os1 Cl4 O2,2.0381,2.038,22.15614874
JVASP-28367,Mg2 Zn1 As2,1.9099,1.7372,22.13497985
JVASP-51910,Ca3 Sc1 Co1 O6,0.7628,0.697,22.12129779
JVASP-55115,Se1 N1,2.0055,1.951,22.10036888
JVASP-10192,Li1 As1,1.2241,0.9192,22.09878498
JVASP-2601,Li2 Pd1 O2,1.6351,1.2861,22.08814966
